GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
101927060,6.07E-04,1.44E-04,0.0816,-3.80041334,-3.10E-01,510.78,LOC101927060,uncharacterized LOC101927060
3416,6.10E-04,1.45E-04,0.055,3.79908984,2.09E-01,445.01,IDE,insulin degrading enzyme
249,6.10E-04,1.45E-04,0.1145,-3.79899592,-4.35E-01,401.37,ALPL,"alkaline phosphatase, biomineralization associated"
51495,6.11E-04,1.45E-04,0.0605,-3.79863254,-2.30E-01,3824.99,HACD3,3-hydroxyacyl-CoA dehydratase 3
64478,6.12E-04,1.46E-04,0.174,-3.79809578,-6.61E-01,672.02,CSMD1,CUB and Sushi multiple domains 1
10807,6.12E-04,1.46E-04,0.0733,3.79791245,2.79E-01,688.93,ENTR1,endosome associated trafficking regulator 1
51283,6.13E-04,1.46E-04,0.0446,3.7977601,1.69E-01,628.82,BFAR,bifunctional apoptosis regulator
659,6.18E-04,1.47E-04,0.0561,-3.79538922,-2.13E-01,2631.89,BMPR2,bone morphogenetic protein receptor type 2
5928,6.19E-04,1.48E-04,0.0675,3.79515701,2.56E-01,2501.35,RBBP4,"RB binding protein 4, chromatin remodeling factor"
6352,6.19E-04,1.48E-04,0.2287,3.79501131,8.68E-01,76.72,CCL5,C-C motif chemokine ligand 5
57020,6.20E-04,1.48E-04,0.0431,-3.79467768,-1.64E-01,1417.97,VPS35L,VPS35 endosomal protein sorting factor like
8446,6.20E-04,1.48E-04,0.0427,3.7944164,1.62E-01,254.82,DUSP11,dual specificity phosphatase 11
105373102,6.21E-04,1.48E-04,0.1149,-3.7942291,-4.36E-01,47.59,LOC105373102,uncharacterized LOC105373102
116412,6.21E-04,1.48E-04,0.096,3.79401918,3.64E-01,48.12,ZNF837,zinc finger protein 837
84641,6.22E-04,1.48E-04,0.0526,3.79361707,1.99E-01,1171.6,MFSD14B,major facilitator superfamily domain containing 14B
10982,6.22E-04,1.48E-04,0.0727,-3.79366866,-2.76E-01,3763.86,MAPRE2,microtubule associated protein RP/EB family member 2
540,6.23E-04,1.49E-04,0.105,-3.79316832,-3.98E-01,194,ATP7B,ATPase copper transporting beta
9775,6.23E-04,1.49E-04,0.0543,3.79316432,2.06E-01,1102.92,EIF4A3,eukaryotic translation initiation factor 4A3
100505641,6.24E-04,1.49E-04,0.0517,-3.79277981,-1.96E-01,4723,FGD5-AS1,FGD5 antisense RNA 1
4686,6.24E-04,1.49E-04,0.0548,3.79250835,2.08E-01,948.99,NCBP1,nuclear cap binding protein subunit 1
3773,6.24E-04,1.49E-04,0.221,-3.79222359,-8.38E-01,969.42,KCNJ16,potassium inwardly rectifying channel subfamily J member 16
100379224,6.24E-04,1.49E-04,0.0833,3.79226893,3.16E-01,204.26,ZNF225-AS1,ZNF225 and ZNF224 antisense RNA 1
28957,6.25E-04,1.49E-04,0.0729,-3.79210791,-2.77E-01,667.02,MRPS28,mitochondrial ribosomal protein S28
222950,6.28E-04,1.50E-04,0.1132,-3.79088972,-4.29E-01,639.11,NYAP1,neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1
105372270,6.30E-04,1.51E-04,0.2298,-3.79007524,-8.71E-01,75.99,LOC105372270,uncharacterized LOC105372270
9966,6.30E-04,1.51E-04,0.208,3.78986191,7.88E-01,16.13,TNFSF15,TNF superfamily member 15
10452,6.33E-04,1.51E-04,0.0605,3.78875551,2.29E-01,633.02,TOMM40,translocase of outer mitochondrial membrane 40
1953,6.33E-04,1.52E-04,0.1396,3.78846597,5.29E-01,183.23,MEGF6,multiple EGF like domains 6
22887,6.35E-04,1.52E-04,0.0694,3.78784088,2.63E-01,1162.3,FOXJ3,forkhead box J3
101241892,6.35E-04,1.52E-04,0.1188,-3.78753957,-4.50E-01,55.97,NPTN-IT1,NPTN intronic transcript 1
105369826,6.35E-04,1.52E-04,0.2475,3.78741061,9.37E-01,36.57,LINC02821,long intergenic non-protein coding RNA 2821
84440,6.36E-04,1.52E-04,0.1594,-3.78733717,-6.04E-01,1766.5,RAB11FIP4,RAB11 family interacting protein 4
118812,6.37E-04,1.53E-04,0.08,-3.78673497,-3.03E-01,495.57,MORN4,MORN repeat containing 4
4820,6.37E-04,1.53E-04,0.0824,-3.78654709,-3.12E-01,2012.7,NKTR,natural killer cell triggering receptor
22998,6.37E-04,1.53E-04,0.0995,-3.7865074,-3.77E-01,3540.78,LIMCH1,LIM and calponin homology domains 1
26472,6.38E-04,1.53E-04,0.1041,3.78602673,3.94E-01,1030.73,PPP1R14B,protein phosphatase 1 regulatory inhibitor subunit 14B
102724604,6.39E-04,1.53E-04,0.2709,-3.78571605,-1.03,36.04,LOC102724604,uncharacterized LOC102724604
100462981,6.39E-04,1.53E-04,0.1585,-3.7857016,-6.00E-01,39.92,MTRNR2L2,MT-RNR2 like 2 (pseudogene)
25956,6.39E-04,1.53E-04,0.1122,-3.78575038,-4.25E-01,669.07,SEC31B,"SEC31 homolog B, COPII coat complex component"
55003,6.39E-04,1.53E-04,0.0574,3.78540311,2.17E-01,341.16,PAK1IP1,PAK1 interacting protein 1
55831,6.39E-04,1.54E-04,0.0594,3.7853376,2.25E-01,865.94,EMC3,ER membrane protein complex subunit 3
9555,6.40E-04,1.54E-04,0.0533,3.78515526,2.02E-01,2361.39,MACROH2A1,macroH2A.1 histone
60488,6.40E-04,1.54E-04,0.0689,3.78512018,2.61E-01,791.59,MRPS35,mitochondrial ribosomal protein S35
23620,6.40E-04,1.54E-04,0.2727,-3.78499015,-1.03,544.68,NTSR2,neurotensin receptor 2
56833,6.41E-04,1.54E-04,0.1523,3.78465192,5.77E-01,116.22,SLAMF8,SLAM family member 8
55778,6.41E-04,1.54E-04,0.0516,-3.78457264,-1.95E-01,428.97,ZNF839,zinc finger protein 839
10891,6.42E-04,1.54E-04,0.1423,-3.78417846,-5.38E-01,430.76,PPARGC1A,PPARG coactivator 1 alpha
5134,6.42E-04,1.54E-04,0.05,3.78389149,1.89E-01,625.26,PDCD2,programmed cell death 2
2737,6.42E-04,1.54E-04,0.1422,3.78385739,5.38E-01,315.33,GLI3,GLI family zinc finger 3
54108,6.42E-04,1.54E-04,0.0869,3.78396319,3.29E-01,331.93,CHRAC1,chromatin accessibility complex subunit 1
1612,6.42E-04,1.54E-04,0.1094,-3.78384768,-4.14E-01,1538.16,DAPK1,death associated protein kinase 1
25778,6.43E-04,1.55E-04,0.083,-3.78332818,-3.14E-01,1158.55,DSTYK,dual serine/threonine and tyrosine protein kinase
79005,6.44E-04,1.55E-04,0.0571,3.78301197,2.16E-01,231.44,SCNM1,sodium channel modifier 1
84804,6.44E-04,1.55E-04,0.0764,3.78289719,2.89E-01,162.39,MFSD9,major facilitator superfamily domain containing 9
5066,6.45E-04,1.55E-04,0.1236,3.78237722,4.68E-01,2895.76,PAM,peptidylglycine alpha-amidating monooxygenase
8436,6.46E-04,1.56E-04,0.185,-3.78204779,-7.00E-01,679.54,CAVIN2,caveolae associated protein 2
1,6.46E-04,1.56E-04,0.1215,3.78204586,4.60E-01,87.32,A1BG,alpha-1-B glycoprotein
105370854,6.46E-04,1.56E-04,0.1246,-3.7817688,-4.71E-01,170.68,LOC105370854,uncharacterized LOC105370854
5989,6.46E-04,1.56E-04,0.0656,3.78168818,2.48E-01,287.3,RFX1,regulatory factor X1
83851,6.47E-04,1.56E-04,0.2063,-3.78157637,-7.80E-01,624.78,SYT16,synaptotagmin 16
776,6.47E-04,1.56E-04,0.1111,-3.78146042,-4.20E-01,307.52,CACNA1D,calcium voltage-gated channel subunit alpha1 D
254251,6.47E-04,1.56E-04,0.0758,3.78115707,2.86E-01,351.73,LCORL,ligand dependent nuclear receptor corepressor like
222166,6.48E-04,1.56E-04,0.1539,-3.78099644,-5.82E-01,13538.06,MTURN,"maturin, neural progenitor differentiation regulator homolog"
56666,6.48E-04,1.56E-04,0.1974,-3.78095099,-7.46E-01,248.3,PANX2,pannexin 2
8891,6.50E-04,1.57E-04,0.0638,3.77992382,2.41E-01,306.74,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma
5654,6.55E-04,1.58E-04,0.11,-3.77820562,-4.16E-01,7369,HTRA1,HtrA serine peptidase 1
10802,6.55E-04,1.58E-04,0.0632,3.77803877,2.39E-01,665.78,SEC24A,"SEC24 homolog A, COPII coat complex component"
5581,6.55E-04,1.58E-04,0.1481,-3.77782339,-5.60E-01,945,PRKCE,protein kinase C epsilon
105371050,6.56E-04,1.58E-04,0.093,3.77749357,3.51E-01,16.08,LOC105371050,uncharacterized LOC105371050
101928077,6.56E-04,1.59E-04,0.2117,-3.77726116,-8.00E-01,21.3,LOC101928077,uncharacterized LOC101928077
1826,6.57E-04,1.59E-04,0.1564,-3.7770489,-5.91E-01,1218.26,DSCAM,DS cell adhesion molecule
23335,6.59E-04,1.59E-04,0.0854,-3.77630392,-3.23E-01,1050.82,WDR7,WD repeat domain 7
11073,6.59E-04,1.59E-04,0.0699,3.77621269,2.64E-01,969.94,TOPBP1,DNA topoisomerase II binding protein 1
105373195,6.60E-04,1.60E-04,0.1253,-3.77576341,-4.73E-01,158.88,LOC105373195,uncharacterized LOC105373195
26123,6.61E-04,1.60E-04,0.0598,3.77534946,2.26E-01,606.49,TCTN3,tectonic family member 3
8623,6.61E-04,1.60E-04,0.0706,-3.77526932,-2.67E-01,693.45,ASMTL,acetylserotonin O-methyltransferase like
126326,6.62E-04,1.60E-04,0.1306,3.77467383,4.93E-01,93.76,GIPC3,GIPC PDZ domain containing family member 3
1901,6.63E-04,1.60E-04,0.1205,-3.77438455,-4.55E-01,1498.91,S1PR1,sphingosine-1-phosphate receptor 1
114793,6.63E-04,1.60E-04,0.0822,-3.77441049,-3.10E-01,5711.98,FMNL2,formin like 2
7812,6.63E-04,1.60E-04,0.07,3.77424119,2.64E-01,7044.71,CSDE1,cold shock domain containing E1
51225,6.65E-04,1.61E-04,0.1649,3.77348142,6.22E-01,229.66,ABI3,ABI family member 3
54929,6.66E-04,1.61E-04,0.0565,3.77307441,2.13E-01,358.86,TMEM161A,transmembrane protein 161A
492,6.66E-04,1.61E-04,0.2526,-3.77297814,-9.53E-01,383.62,ATP2B3,ATPase plasma membrane Ca2+ transporting 3
59342,6.66E-04,1.61E-04,0.1108,3.77284207,4.18E-01,645.11,SCPEP1,serine carboxypeptidase 1
105379191,6.68E-04,1.62E-04,0.3124,-3.77221316,-1.18,58.12,CTB-1I21.1,uncharacterized CTB-1I21.1
116143,6.69E-04,1.62E-04,0.0619,3.77170705,2.34E-01,214.39,DNAAF10,dynein axonemal assembly factor 10
4550,6.69E-04,1.62E-04,0.1347,-3.77159313,-5.08E-01,346846.65,RNR2,l-rRNA
100506713,6.70E-04,1.62E-04,0.0664,-3.77126271,-2.51E-01,59.42,ALOX12-AS1,ALOX12 antisense RNA 1
25794,6.70E-04,1.63E-04,0.1939,3.77106739,7.31E-01,24.83,FSCN2,"fascin actin-bundling protein 2, retinal"
5546,6.70E-04,1.63E-04,0.0513,3.77100301,1.93E-01,1150.65,PRCC,proline rich mitotic checkpoint control factor
441733,6.72E-04,1.63E-04,0.1378,-3.77024439,-5.20E-01,388.94,PRKXP1,PRKX pseudogene 1
57212,6.72E-04,1.63E-04,0.176,3.77010353,6.63E-01,380.73,TP73-AS1,TP73 antisense RNA 1
1984,6.72E-04,1.63E-04,0.0557,3.77001629,2.10E-01,3261.31,EIF5A,eukaryotic translation initiation factor 5A
145483,6.73E-04,1.63E-04,0.0639,-3.76972464,-2.41E-01,480.24,FAM161B,FAM161 centrosomal protein B
53344,6.74E-04,1.64E-04,0.0882,-3.7693064,-3.32E-01,450.73,CHIC1,cysteine rich hydrophobic domain 1
5454,6.74E-04,1.64E-04,0.1089,3.76917529,4.10E-01,1327.57,POU3F2,POU class 3 homeobox 2
100287722,6.76E-04,1.64E-04,0.0629,3.76851176,2.37E-01,65.31,AP4B1-AS1,AP4B1 antisense RNA 1
3702,6.77E-04,1.64E-04,0.2599,3.76819949,9.79E-01,30.37,ITK,IL2 inducible T cell kinase
54345,6.78E-04,1.65E-04,0.1828,3.76769172,6.89E-01,124.61,SOX18,SRY-box transcription factor 18
4946,6.79E-04,1.65E-04,0.0739,3.76739024,2.79E-01,5306.33,OAZ1,ornithine decarboxylase antizyme 1
1982,6.79E-04,1.65E-04,0.0556,3.76713434,2.10E-01,13120.1,EIF4G2,eukaryotic translation initiation factor 4 gamma 2
4608,6.79E-04,1.65E-04,0.3034,3.76703617,1.14,29.49,MYBPH,myosin binding protein H
64788,6.80E-04,1.65E-04,0.1653,-3.76665176,-6.23E-01,4509.06,LMF1,lipase maturation factor 1
25873,6.82E-04,1.66E-04,0.0857,3.76608608,3.23E-01,3205.25,RPL36,ribosomal protein L36
107986175,6.83E-04,1.66E-04,0.1535,-3.76538871,-5.78E-01,18.43,LOC107986175,
6432,6.83E-04,1.66E-04,0.0506,3.76531414,1.90E-01,1428.42,SRSF7,serine and arginine rich splicing factor 7
51667,6.83E-04,1.66E-04,0.0552,3.76522755,2.08E-01,1019.48,NUB1,negative regulator of ubiquitin like proteins 1
57480,6.83E-04,1.66E-04,0.1236,3.76517299,4.65E-01,591.19,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1
55755,6.84E-04,1.67E-04,0.0597,3.76482988,2.25E-01,1135.7,CDK5RAP2,CDK5 regulatory subunit associated protein 2
223082,6.85E-04,1.67E-04,0.0967,3.76460913,3.64E-01,258.26,ZNRF2,zinc and ring finger 2
3842,6.86E-04,1.67E-04,0.062,3.76399326,2.33E-01,2839.42,TNPO1,transportin 1
56101,6.88E-04,1.68E-04,0.1271,-3.76338776,-4.78E-01,1220.11,PCDHGB5,"protocadherin gamma subfamily B, 5"
6047,6.88E-04,1.68E-04,0.0425,3.76309944,1.60E-01,1194.44,RNF4,ring finger protein 4
116138,6.89E-04,1.68E-04,0.0724,-3.76302681,-2.73E-01,2689.52,KLHDC3,kelch domain containing 3
441394,6.89E-04,1.68E-04,0.0968,-3.7626331,-3.64E-01,22.85,SUGT1P1,SUGT1 pseudogene 1
90649,6.90E-04,1.68E-04,0.086,3.76231539,3.24E-01,141.92,ZNF486,zinc finger protein 486
90411,6.91E-04,1.69E-04,0.0621,3.76205885,2.34E-01,2069.24,MCFD2,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit"
2582,6.92E-04,1.69E-04,0.0764,3.7614389,2.87E-01,221.06,GALE,UDP-galactose-4-epimerase
3751,6.96E-04,1.70E-04,0.1925,-3.76006572,-7.24E-01,1235.12,KCND2,potassium voltage-gated channel subfamily D member 2
7099,6.98E-04,1.70E-04,0.1531,-3.75945504,-5.76E-01,1384.17,TLR4,toll like receptor 4
6117,6.98E-04,1.70E-04,0.0562,3.75940408,2.11E-01,1600.5,RPA1,replication protein A1
22979,6.98E-04,1.71E-04,0.091,-3.75913529,-3.42E-01,1438.36,EFR3B,EFR3 homolog B
11228,6.99E-04,1.71E-04,0.1114,3.75894875,4.19E-01,882.47,RASSF8,Ras association domain family member 8
2015,6.99E-04,1.71E-04,0.3267,3.75880768,1.23,66.18,ADGRE1,adhesion G protein-coupled receptor E1
758,7.00E-04,1.71E-04,0.3134,-3.75845807,-1.18,345.2,MPPED1,metallophosphoesterase domain containing 1
9957,7.01E-04,1.71E-04,0.1794,3.75801975,6.74E-01,231.13,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1
107984428,7.01E-04,1.71E-04,0.1034,-3.75795415,-3.88E-01,31.88,LOC107984428,uncharacterized LOC107984428
56061,7.01E-04,1.71E-04,0.0617,3.75781948,2.32E-01,1349.05,UBFD1,ubiquitin family domain containing 1
121536,7.04E-04,1.72E-04,0.0645,3.75678862,2.42E-01,567.42,AEBP2,AE binding protein 2
79173,7.04E-04,1.72E-04,0.1078,3.75682427,4.05E-01,182.07,BRME1,break repair meiotic recombinase recruitment factor 1
533,7.04E-04,1.72E-04,0.0816,3.75668104,3.07E-01,1364.28,ATP6V0B,ATPase H+ transporting V0 subunit b
4185,7.04E-04,1.72E-04,0.1931,-3.75670336,-7.26E-01,441.12,ADAM11,ADAM metallopeptidase domain 11
100101267,7.04E-04,1.72E-04,0.0852,3.75648971,3.20E-01,1494.54,POM121C,POM121 transmembrane nucleoporin C
647135,7.06E-04,1.73E-04,0.0784,-3.75561061,-2.95E-01,1109.28,SRGAP2B,SLIT-ROBO Rho GTPase activating protein 2B
115701,7.08E-04,1.73E-04,0.3793,3.75485288,1.42,90.93,ALPK2,alpha kinase 2
23294,7.10E-04,1.74E-04,0.0533,-3.7542787,-2.00E-01,1122.52,ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A
83659,7.11E-04,1.74E-04,0.2903,3.75373061,1.09,66.55,TEKT1,tektin 1
8867,7.12E-04,1.74E-04,0.1028,-3.75338237,-3.86E-01,1314.75,SYNJ1,synaptojanin 1
6507,7.13E-04,1.75E-04,0.1335,-3.75284474,-5.01E-01,20196.84,SLC1A3,solute carrier family 1 member 3
5723,7.14E-04,1.75E-04,0.1006,3.75253157,3.77E-01,566.73,PSPH,phosphoserine phosphatase
5170,7.14E-04,1.75E-04,0.0593,-3.75255192,-2.23E-01,1458.54,PDPK1,3-phosphoinositide dependent protein kinase 1
54498,7.16E-04,1.76E-04,0.0932,-3.75180071,-3.50E-01,1700.09,SMOX,spermine oxidase
91147,7.17E-04,1.76E-04,0.1193,3.75127579,4.47E-01,233.39,TMEM67,transmembrane protein 67
84522,7.24E-04,1.78E-04,0.0641,3.7489179,2.40E-01,433.59,JAGN1,jagunal homolog 1
79443,7.24E-04,1.78E-04,0.0865,3.74868935,3.24E-01,519.11,FYCO1,FYVE and coiled-coil domain autophagy adaptor 1
83719,7.26E-04,1.78E-04,0.0943,-3.74821968,-3.54E-01,1305.41,YPEL3,yippee like 3
130399,7.27E-04,1.78E-04,0.2026,-3.74778195,-7.59E-01,117.84,ACVR1C,activin A receptor type 1C
22955,7.31E-04,1.80E-04,0.0817,3.74621186,3.06E-01,427.39,SCMH1,Scm polycomb group protein homolog 1
255104,7.32E-04,1.80E-04,0.1311,3.74580596,4.91E-01,156.37,TMCO4,transmembrane and coiled-coil domains 4
27239,7.39E-04,1.81E-04,0.1138,-3.74351849,-4.26E-01,1314.21,GPR162,G protein-coupled receptor 162
79605,7.40E-04,1.82E-04,0.14,-3.74315653,-5.24E-01,887.07,PGBD5,piggyBac transposable element derived 5
151531,7.40E-04,1.82E-04,0.16,-3.74292287,-5.99E-01,39.02,UPP2,uridine phosphorylase 2
107984837,7.41E-04,1.82E-04,0.0962,3.74255736,3.60E-01,49.84,LOC107984837,
105372249,7.42E-04,1.82E-04,0.1954,-3.74228699,-7.31E-01,23.4,LOC105372249,uncharacterized LOC105372249
7782,7.44E-04,1.83E-04,0.0667,-3.74161155,-2.50E-01,295.07,SLC30A4,solute carrier family 30 member 4
149297,7.44E-04,1.83E-04,0.1665,3.7413196,6.23E-01,185.38,FAM78B,family with sequence similarity 78 member B
5194,7.44E-04,1.83E-04,0.0455,3.74132094,1.70E-01,350.77,PEX13,peroxisomal biogenesis factor 13
5683,7.44E-04,1.83E-04,0.0674,3.74130105,2.52E-01,1137.37,PSMA2,proteasome 20S subunit alpha 2
5745,7.44E-04,1.83E-04,0.116,-3.74122204,-4.34E-01,207.04,PTH1R,parathyroid hormone 1 receptor
23787,7.44E-04,1.83E-04,0.0675,-3.74113047,-2.53E-01,5034.68,MTCH1,mitochondrial carrier 1
112268090,7.45E-04,1.84E-04,0.126,-3.7406293,-4.71E-01,22.4,LOC112268090,uncharacterized LOC112268090
113523640,7.49E-04,1.85E-04,0.157,-3.73932992,-5.87E-01,16.14,DCXR-DT,DCXR divergent transcript
101927078,7.49E-04,1.85E-04,0.1513,-3.73916785,-5.66E-01,51.33,LOC101927078,uncharacterized LOC101927078
575,7.49E-04,1.85E-04,0.1826,-3.73919516,-6.83E-01,2752.19,ADGRB1,adhesion G protein-coupled receptor B1
1643,7.51E-04,1.85E-04,0.0891,3.73872838,3.33E-01,284.08,DDB2,damage specific DNA binding protein 2
54901,7.54E-04,1.86E-04,0.0637,3.73747221,2.38E-01,285.82,CDKAL1,CDK5 regulatory subunit associated protein 1 like 1
22885,7.54E-04,1.86E-04,0.1417,-3.73732997,-5.29E-01,1203.61,ABLIM3,actin binding LIM protein family member 3
644353,7.58E-04,1.87E-04,0.0766,-3.73601582,-2.86E-01,369.97,ZCCHC18,zinc finger CCHC-type containing 18
55515,7.58E-04,1.87E-04,0.24,-3.73595946,-8.97E-01,1281.87,ASIC4,acid sensing ion channel subunit family member 4
64777,7.59E-04,1.87E-04,0.049,-3.73577632,-1.83E-01,1108.69,RMND5B,required for meiotic nuclear division 5 homolog B
64757,7.61E-04,1.88E-04,0.116,-3.73469541,-4.33E-01,471.15,MTARC1,mitochondrial amidoxime reducing component 1
11186,7.61E-04,1.88E-04,0.0645,3.73476909,2.41E-01,339.53,RASSF1,Ras association domain family member 1
57654,7.61E-04,1.88E-04,0.0939,-3.73480079,-3.51E-01,373.11,UVSSA,UV stimulated scaffold protein A
79670,7.61E-04,1.88E-04,0.069,3.73467515,2.58E-01,687.83,TUT7,terminal uridylyl transferase 7
105369975,7.62E-04,1.88E-04,0.1368,-3.73431343,-5.11E-01,10.37,LOC105369975,uncharacterized LOC105369975
814,7.64E-04,1.89E-04,0.1929,-3.73381268,-7.20E-01,662.23,CAMK4,calcium/calmodulin dependent protein kinase IV
10039,7.66E-04,1.89E-04,0.0814,-3.73301225,-3.04E-01,585.23,PARP3,poly(ADP-ribose) polymerase family member 3
339804,7.68E-04,1.90E-04,0.1176,-3.7320975,-4.39E-01,333.76,C2orf74,chromosome 2 open reading frame 74
51339,7.68E-04,1.90E-04,0.1187,3.7321705,4.43E-01,191.53,DACT1,dishevelled binding antagonist of beta catenin 1
57335,7.68E-04,1.90E-04,0.0912,3.73211133,3.40E-01,413.18,ZNF286A,zinc finger protein 286A
133746,7.69E-04,1.90E-04,0.0604,-3.73164082,-2.25E-01,959.62,JMY,"junction mediating and regulatory protein, p53 cofactor"
128869,7.69E-04,1.90E-04,0.046,3.73156442,1.72E-01,428.04,PIGU,phosphatidylinositol glycan anchor biosynthesis class U
100505687,7.71E-04,1.91E-04,0.1042,-3.73099037,-3.89E-01,386.36,LINC00888,long intergenic non-protein coding RNA 888
2710,7.72E-04,1.91E-04,0.0743,3.73074985,2.77E-01,247.65,GK,glycerol kinase
654320,7.73E-04,1.91E-04,0.0968,-3.7302763,-3.61E-01,55.59,SNORA8,"small nucleolar RNA, H/ACA box 8"
60677,7.73E-04,1.91E-04,0.1133,-3.73011675,-4.23E-01,383.47,CELF6,CUGBP Elav-like family member 6
10023,7.74E-04,1.92E-04,0.1248,-3.72987694,-4.65E-01,185.66,FRAT1,FRAT regulator of WNT signaling pathway 1
79940,7.76E-04,1.92E-04,0.1316,-3.72918828,-4.91E-01,136.73,LINC00472,long intergenic non-protein coding RNA 472
285386,7.77E-04,1.92E-04,0.2027,3.72867688,7.56E-01,19.74,TPRG1,tumor protein p63 regulated 1
728833,7.78E-04,1.93E-04,0.1252,3.72843464,4.67E-01,46.63,FAM72D,family with sequence similarity 72 member D
79157,7.78E-04,1.93E-04,0.04,3.72833126,1.49E-01,646.56,MFSD11,major facilitator superfamily domain containing 11
105374845,7.80E-04,1.93E-04,0.1192,-3.72761118,-4.44E-01,11.62,CHMP3-AS1,CHMP3 and RNF103 antisense RNA 1
134430,7.82E-04,1.94E-04,0.0545,3.72684891,2.03E-01,532.63,WDR36,WD repeat domain 36
388722,7.83E-04,1.94E-04,0.1342,3.72668512,5.00E-01,30.86,C1orf53,chromosome 1 open reading frame 53
4168,7.83E-04,1.94E-04,0.1782,-3.7266128,-6.64E-01,145.23,MCF2,MCF.2 cell line derived transforming sequence
1571,7.84E-04,1.94E-04,0.1279,-3.72611013,-4.76E-01,85.44,CYP2E1,cytochrome P450 family 2 subfamily E member 1
283629,7.86E-04,1.95E-04,0.1039,-3.72540419,-3.87E-01,75.3,TSSK4,testis specific serine kinase 4
92002,7.86E-04,1.95E-04,0.0981,-3.72534013,-3.66E-01,333.2,CCNQ,cyclin Q
440894,7.88E-04,1.96E-04,0.3134,-3.7247559,-1.17,82.36,LINC01123,long intergenic non-protein coding RNA 1123
100137049,7.89E-04,1.96E-04,0.0853,-3.72429299,-3.18E-01,219.1,PLA2G4B,phospholipase A2 group IVB
815,7.92E-04,1.97E-04,0.3404,-3.7231641,-1.27,4100.06,CAMK2A,calcium/calmodulin dependent protein kinase II alpha
105375469,7.92E-04,1.97E-04,0.1641,-3.72309222,-6.11E-01,19.12,LOC105375469,uncharacterized LOC105375469
79946,7.93E-04,1.97E-04,0.0964,-3.72299867,-3.59E-01,25.2,C10orf95,chromosome 10 open reading frame 95
5884,7.93E-04,1.97E-04,0.0469,3.72272944,1.75E-01,540.32,RAD17,RAD17 checkpoint clamp loader component
4045,7.93E-04,1.97E-04,0.0929,-3.72264663,-3.46E-01,5424.24,LSAMP,limbic system associated membrane protein
686,7.95E-04,1.98E-04,0.0711,-3.7220558,-2.65E-01,691.14,BTD,biotinidase
1445,7.95E-04,1.98E-04,0.071,3.72204257,2.64E-01,993.69,CSK,C-terminal Src kinase
60436,7.95E-04,1.98E-04,0.1103,3.72207207,4.11E-01,262.93,TGIF2,TGFB induced factor homeobox 2
6573,7.95E-04,1.98E-04,0.0978,3.72179725,3.64E-01,504.24,SLC19A1,solute carrier family 19 member 1
64419,7.96E-04,1.98E-04,0.046,3.72151439,1.71E-01,492.9,MTMR14,myotubularin related protein 14
57605,7.97E-04,1.98E-04,0.0995,-3.72106972,-3.70E-01,743.9,PITPNM2,phosphatidylinositol transfer protein membrane associated 2
79762,8.00E-04,1.99E-04,0.2466,-3.72021713,-9.18E-01,586.61,C1orf115,chromosome 1 open reading frame 115
100133121,8.01E-04,1.99E-04,0.0955,3.71986243,3.55E-01,38.06,FAM27B,family with sequence similarity 27 member B
5787,8.01E-04,1.99E-04,0.1168,-3.71981656,-4.34E-01,690.8,PTPRB,protein tyrosine phosphatase receptor type B
169044,8.01E-04,1.99E-04,0.2672,3.71967553,9.94E-01,422.7,COL22A1,collagen type XXII alpha 1 chain
1029,8.01E-04,1.99E-04,0.2407,3.71972134,8.95E-01,270.36,CDKN2A,cyclin dependent kinase inhibitor 2A
5641,8.03E-04,2.00E-04,0.1004,3.71897846,3.73E-01,1410.96,LGMN,legumain
124044,8.03E-04,2.00E-04,0.0797,3.71888875,2.97E-01,186.57,SPATA2L,spermatogenesis associated 2 like
106614088,8.04E-04,2.00E-04,0.1784,3.7185695,6.63E-01,87.05,MIR34AHG,MIR34A host gene
200420,8.04E-04,2.00E-04,0.1335,-3.71860396,-4.97E-01,19.65,ALMS1P1,ALMS1 pseudogene 1
2706,8.04E-04,2.00E-04,0.2377,3.71848971,8.84E-01,68.43,GJB2,gap junction protein beta 2
6607,8.04E-04,2.01E-04,0.0751,3.71824617,2.79E-01,441.45,SMN2,"survival of motor neuron 2, centromeric"
9435,8.08E-04,2.02E-04,0.1429,3.71703677,5.31E-01,688.92,CHST2,carbohydrate sulfotransferase 2
101927795,8.12E-04,2.02E-04,0.0801,3.71594103,2.98E-01,62.68,BZW1-AS1,BZW1 antisense RNA 1
200185,8.13E-04,2.03E-04,0.0708,3.7153382,2.63E-01,663.32,KRTCAP2,keratinocyte associated protein 2
340481,8.13E-04,2.03E-04,0.0779,-3.71538732,-2.89E-01,941.81,ZDHHC21,zinc finger DHHC-type palmitoyltransferase 21
116372,8.16E-04,2.04E-04,0.1586,-3.71439174,-5.89E-01,996.22,LYPD1,LY6/PLAUR domain containing 1
10892,8.16E-04,2.04E-04,0.0915,3.71441846,3.40E-01,468.44,MALT1,MALT1 paracaspase
